提出日,確定状況,編集日,,Idマージ　自動転記,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,分類 ID,新規追加,新規追加,LV,L1,L2,L3,L4,L5,L6,XA3A移行数,XA3P移行数,画像挿入,自動転記の為入力不要,,英語文字数,K列からの自動転記,,,,,,,,,,,,,,,,,,,分類属性No1,,,分類属性No2,,,分類属性No3,,,分類属性No4,,,分類属性No5,,,分類属性No6,,,分類属性No7,,,分類属性No8,,,分類属性No9,,,分類属性No10,,,分類属性No11,,,分類属性　TOP,,,,,,,
NSSOL提出日,確定状況,確定日,品名タイプ,並べ替え用ID,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,PLM ID,品名ID,語彙マスタID,Lv,L1-J,L2-J,L3-J,L4-J,L5-J,L6-J,XA3A移行数,XA3P移行数,アイコン画像,最下層名称　日本語（Japanese）,最下層名称　マスタ（master),英B数,内部名,DFK辞典,分類ツリー　英語（US)　English United States,分類ツリー　英語(UK)　English United Kingdom,分類ツリー　韓国語　Korean,分類ツリー 中国語簡体　Chinese China,分類ツリー 中国語繁体　Chinese Taiwan,GL勘定コード,分類/品名,部品分類,規格化対象,ケーブルASSYの有無,納品WTP,品目WTP,名称分類,品名説明,具体的な製品の用途例,品名及び分類属性に対しての懸念,主な部品メーカー,ID-1,分類属性-1,分類属性値-1,ID-2,分類属性-2,分類属性値-2,ID-3,分類属性-3,分類属性値-3,ID-4,分類属性-4,分類属性値-4,ID-5,分類属性-5,分類属性値-5,ID-6,分類属性-6,分類属性値-6,ID-7,分類属性-7,分類属性値-7,ID-8,分類属性-8,分類属性値-8,ID-9,分類属性-9,分類属性値-9,ID-10,分類属性-10,分類属性値-10,ID-11,分類属性-11,分類属性値-11,ID-TOP,分類属性-TOP,分類属性値-TOP,付与ID,言語種類,最下層名称の読み方　カタカナ,日本語頭文字,略語の正式名称
2022/5/12,再確定,5/12,分類＝品名,004_002_002_004,004,002,002,004,,,639,639,SV,4,機械部品,動力変換伝達部品,動力変換部品,滑りねじ,,,,1,,滑りねじ,SLIDING_SCREW,13,0639,DFK辞典なし,,,SLIDING_SCREW,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,一般用語,台形ネジなどの滑りネジ径送りネジ　,,,DFK,134,軸径1(mm),実数値,137,リード(mm),実数値,717,移動ストローク(mm),実数値,273,ねじ巻き方向,"右ネジ,左ネジ,右左一体",,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",639,漢字+ひらがな,スベリネジ,ス,
2022/5/6,確定,5/6,分類＝品名,004_002_002_005,004,002,002,005,,,1665,1665,SV,4,機械部品,動力変換伝達部品,動力変換部品,リニアガイドアクチュエータ,,,,,,リニアガイドアクチュエータ,LINEAR_GUIDE_ACTUATOR,21,1665,DFK辞典なし,,,LINEAR_GUIDE_ACTUATOR,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,一般用語,LMガイドアクチュエータはLMガイドとボールねじを一体化した、高剛性、高精度、コンパクトなアクチュエータです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1665,カタカナのみ,リニアガイドアクチュエータ,リ,
2021/5/10,確定,4/13,分類＝品名,004_002_003,004,002,003,,,,798,798,SV,3,機械部品,動力変換伝達部品,カップリング,,,,32,4,,カップリング,COUPLING,8,0798,カップリング,,,COUPLING,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,一般用語,シャフトとシャフトを連結する時に芯ずれを吸収して駆動シャフトから従動シャフトに動力を伝達する機器。,,,"三木プーリ,NBK,ミスミ",597,カップリングタイプ,"スリット,ディスク,オルダム,ジョー,ベローズ,防振ゴム,リジッド",341,鉄+アルミ系,"鉄鋼系,SUS系,アルミ系",134,軸径1(mm),実数値,497,軸径2(mm),実数値,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",798,カタカナのみ,カップリング,カ,
2022/5/26,再確定,5/26,分類＝品名,004_002_004,004,002,004,,,,800,800,SV,3,機械部品,動力変換伝達部品,キーレスブッシング,,,,40,,,キーレスブッシング,KEYLESS_BUSHING,15,0800,DFK辞典なし,,,KEYLESS_BUSHING,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,摩擦力でシャフトにギヤや車輪を固定する機器。パワーロックもここに含まれる。,,パワーロックは椿本の商品名、メカロックはアイセルの商品名　キーレスブッシングと呼ぶ,椿本,340,鉄系,"鉄鋼系,SUS系",626,キーレスブッシングタイプ,"フランジ付,ストレート,ナット締付,薄型,直付,スリーブ,クランプディスク",134,軸径1(mm),実数値,132,外径(mm),実数値,432,伝達トルク（Nm）,実数値,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",800,カタカナのみ,キーレスブッシング,キ,
2022/3/15,確定,3/15,品名任意,004_002_005,004,002,005,,,,1621,1621,SV,3,機械部品,動力変換伝達部品,スリットカラー,,,,1,,,スリットカラー,SLIT_COLLAR,11,1621,DFK辞典なし,,,SLIT_COLLAR,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,一般用語,丸棒の部材にクランプ形式で固定を行う部品。円周の一部にスリットがありボルトを締めることで丸棒との固定が可能になる,,,MISUMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1621,カタカナのみ,スリットカラー,ス,
2022/5/26,再確定,5/26,分類,004_002_006,004,002,006,,,,647,647,SV,3,機械部品,動力変換伝達部品,タイミングベルト駆動部品,,,,,,,タイミングベルト駆動部品,TIMING_BELT_DRIVE_PARTS,23,0647,DFK辞典なし,,,TIMING_BELT_DRIVE_PARTS,,,,分類,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,歯型ベルトで動力を伝達する部品,,,"三ツ星,BANDO",,,,619,タイミングベルト歯形タイプ,"台形,S,R,H",179,歯ピッチ(mm),実数値,130,幅W(mm),実数値,525,歯数,整数値,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ,タイミングベルトクドウブヒン,タ,
2022/5/26,再確定,5/26,分類＝品名,004_002_006_001,004,002,006,001,,,648,648,SV,4,機械部品,動力変換伝達部品,タイミングベルト駆動部品,タイミングベルト,,,61,4,,タイミングベルト,TIMING_BELT,11,0648,タイミングベルト,,,TIMING_BELT,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,歯が付いた噛合い動力伝達に使用するベルト。搬送や吊りで使用する場合もある。,,,"三ツ星,BANDO",590,ベルトタイプ,"エンドレス,オープンエンド",619,タイミングベルト歯形タイプ,"台形,S,R,H",179,歯ピッチ(mm),実数値,130,幅W(mm),実数値,525,歯数,整数値,129,長さL(mm),実数値,510,ベルト材質,"ゴム系,ウレタン系,その他",,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",648,カタカナのみ,タイミングベルト,タ,
2022/5/26,再確定,5/26,分類＝品名,004_002_006_002,004,002,006,002,,,645,645,SV,4,機械部品,動力変換伝達部品,タイミングベルト駆動部品,タイミングベルトプーリ,,,10,28,,タイミングベルトプーリ,TIMING_BELT_PULLEY,18,0645,DFK辞典なし,,,TIMING_BELT_PULLEY,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,タイミングベルトを駆動させるためのプーリ。ここでは、駆動軸が直結していないアイドラも含む。,,,"三ツ星,BANDO",341,鉄+アルミ系,"鉄鋼系,SUS系,アルミ系",619,タイミングベルト歯形タイプ,"台形,S,R,H",179,歯ピッチ(mm),実数値,130,幅W(mm),実数値,525,歯数,整数値,523,ピッチ直径(mm),実数値,531,外径形状1,"ストレート,段付きフランジ型",526,回転伝達部品固定方法,"直取付,キー取付,キーレス取付,カラー（ベアリング）",134,軸径1(mm),実数値,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",645,カタカナのみ,タイミングベルトプーリ,タ,
2022/1/27,確定,1/27,分類＝品名,004_002_006_003,004,002,006,003,,,1610,1610,SV,4,機械部品,動力変換伝達部品,タイミングベルト駆動部品,プーリフランジ,,,,4,,プーリフランジ,PULLEY_FLANGE,13,1610,DFK辞典なし,,,PULLEY_FLANGE,,,,品名,製作部品,コンテンツセンタ登録なし,,,品目,一般用語,タイミングプーリ側面のフランジ単体で製作した部品、巻取りプーリのフランジもこの品名とする,,,DAIFUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1610,カタカナのみ,プーリフランジ,プ,
2022/5/26,再確定,5/26,分類,004_002_007,004,002,007,,,,644,644,SV,3,機械部品,動力変換伝達部品,平ベルト駆動部品,,,,,,,平ベルト駆動部品,FLAT_BELT_DRIVE_PARTS,21,0644,DFK辞典なし,,,FLAT_BELT_DRIVE_PARTS,,,,分類,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,"フラットなベルトで巻き取り駆動や,吊り上げに使用",,,"三ツ星,BANDO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ,ヒラベルトクドウブヒン,ヒ,
2022/5/26,再確定,5/26,分類＝品名,004_002_007_001,004,002,007,001,,,649,649,SV,4,機械部品,動力変換伝達部品,平ベルト駆動部品,平ベルト,,,4,10,,平ベルト,FLAT_BELT,9,0649,DFK辞典なし,,,FLAT_BELT,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,"フラットなベルトで巻き取り駆動や,吊り上げに使用　防塵ベルトは動力伝達用ではないが平ベルトとする",,,"三ツ星,BANDO,ユニッタ",590,ベルトタイプ,"エンドレス,オープンエンド",130,幅W(mm),実数値,557,厚み(mm),実数値,129,長さL(mm),実数値,510,ベルト材質,"ゴム系,ウレタン系,その他",,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",649,漢字+カタカナ,ヒラベルト,ヒ,
2022/5/26,再確定,5/26,分類,004_002_008,004,002,008,,,,655,655,SV,3,機械部品,動力変換伝達部品,歯車駆動部品,,,,,,,歯車駆動部品,GEAR_DRIVE_PARTS,16,0655,DFK辞典なし,,,GEAR_DRIVE_PARTS,,,,分類,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,一般用語,歯車とその関連部品,,,"加茂精工,DFK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字のみ,ハグルマクドウブヒン,ハ,
2022/4/4,再確定,3/23,品名任意,004_002_008_001,004,002,008,001,,,657,657,SV,4,機械部品,動力変換伝達部品,歯車駆動部品,歯車,,,7,2,,歯車,GEAR,4,0657,DFK辞典なし,,,GEAR,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,一般用語,最も一般的な歯車。ラックピニオンのピニオンもここに含まれる。,,,"DFK,KHK",343,鉄+樹脂系,"鉄鋼系,SUS系,合成樹脂系",156,モジュール,実数値,156,モジュール,実数値,337,平歯車,"ホローシャフト平型,ホローシャフトボス付,軸付き",525,歯数,整数値,523,ピッチ直径(mm),実数値,526,回転伝達部品固定方法,"直取付,キー取付,キーレス取付,カラー（ベアリング）",,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",657,漢字のみ,ハグルマ,ハ,
2022/5/6,登録しない,5/6,品名推奨LIST,004_002_008_001_001,004,002,008,001,001,,659,R659,SV,5,機械部品,動力変換伝達部品,歯車駆動部品,歯車,ローラピニオン,,,,,ローラピニオン,ROLLER_PINION,13,0659,DFK辞典なし,,,ROLLER_PINION,,,,品名推奨LIST,カタログ購入品&DFK仕様有,コンテンツセンタ登録なし,,,品目,メーカ用語,加茂精工製のローラピニオンのローラギヤに相当する品。,,,加茂精工,525,歯数,整数値,523,ピッチ直径(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",657,カタカナのみ,ローラピニオン,ロ,
2021/5/10,確定,4/13,品名任意,004_002_008_002,004,002,008,002,,,658,658,SV,4,機械部品,動力変換伝達部品,歯車駆動部品,ラック,,,3,4,,ラック,RACK,4,0658,DFK辞典なし,,,RACK,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,一般用語,ラックピニオンのラック,,,"DFK,KHK",343,鉄+樹脂系,"鉄鋼系,SUS系,合成樹脂系",112,製作元,"購入品,内製品",156,モジュール,実数値,129,長さL(mm),実数値,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",658,カタカナのみ,ラック,ラ,
2022/4/1,登録しない,5/8,品名推奨LIST,004_002_008_002_001,004,002,008,002,001,,205,R205,SV,5,機械部品,動力変換伝達部品,歯車駆動部品,ラック,カムリング,,,,,カムリング,CAM_RING,8,0205,DFK辞典なし,,,CAM_RING,,,,品名推奨LIST,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,メーカ用語,加茂精工製のローラピニオンの円形ラックに相当する品。,,,加茂精工,525,歯数,整数値,523,ピッチ直径(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",658,カタカナのみ,カムリング,カ,
2022/5/6,登録しない,5/6,品名推奨LIST,004_002_008_002_002,004,002,008,002,002,,656,R656,SV,5,機械部品,動力変換伝達部品,歯車駆動部品,ラック,カムラック,,,,,カムラック,CAM_RACK,8,0656,DFK辞典なし,,,CAM_RACK,,,,品名推奨LIST,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,メーカ用語,加茂精工製のローラピニオンのラックに相当する品。,,,加茂精工,179,歯ピッチ(mm),実数値,525,歯数,整数値,129,長さL(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",658,カタカナのみ,カムラック,カ,
2022/5/26,再確定,5/26,分類,004_002_009,004,002,009,,,,650,650,SV,3,機械部品,動力変換伝達部品,チェーン駆動部品,,,,,,,チェーン駆動部品,CHAIN_DRIVE_PARTS,17,0650,DFK辞典なし,,,CHAIN_DRIVE_PARTS,?条,鏈條,,分類,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,動力伝達用チェンとその関連部品,,,椿本,345,チェーン材質,"鉄鋼系,SUS系,ラムダ系",618,RS型番タイプ（椿本）,"15,25,35,40,50,60,80,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ,チェーンクドウブヒン,チ,
2022/4/4,再確定,4/4,品名任意,004_002_009_002,004,002,009,002,,,654,654,SV,4,機械部品,動力変換伝達部品,チェーン駆動部品,ローラチェーン,,,2,,,ローラチェーン,ROLLER_CHAIN,12,0654,DFK辞典なし,,,ROLLER_CHAIN,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,動力伝達用のチェン,,,椿本,345,チェーン材質,"鉄鋼系,SUS系,ラムダ系",618,RS型番タイプ（椿本）,"15,25,35,40,50,60,80,100",129,長さL(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",654,カタカナのみ,ローラチェーン,ロ,
2022/5/26,再確定,5/26,品名任意,004_002_009_004,004,002,009,004,,,652,652,SV,4,機械部品,動力変換伝達部品,チェーン駆動部品,チェーンアクセサリ,,,1,,,チェーンアクセサリ,CHAIN_ACCESSORIES,17,0652,DFK辞典なし,,,CHAIN_ACCESSORIES,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,継手リンクやそれ以外の付属品などもここに分類する。,,,椿本,345,チェーン材質,"鉄鋼系,SUS系,ラムダ系",618,RS型番タイプ（椿本）,"15,25,35,40,50,60,80,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",652,カタカナのみ,チェーンアクセサリ,チ,
2022/4/4,再確定,4/4,分類＝品名,004_002_009_006,004,002,009,006,,,643,643,SV,4,機械部品,動力変換伝達部品,チェーン駆動部品,スプロケット,,,4,3,,スプロケット,SPROCKET,8,0643,DFK辞典なし,,,SPROCKET,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,ドライブチェンを駆動させるためのスプロケット。ここでは、駆動軸が直結していないアイドラも含む。,,,椿本,345,チェーン材質,"鉄鋼系,SUS系,ラムダ系",618,RS型番タイプ（椿本）,"15,25,35,40,50,60,80,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",643,カタカナのみ,スプロケット,ス,
2021/5/10,確定,5/7,分類＝品名,004_002_010,004,002,010,,,,349,349,SV,3,機械部品,動力変換伝達部品,ワイヤ,,,,4,3,,ワイヤ,WIRE,4,0349,DFK辞典なし,,,WIRE,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,針金をよった綱で、大物吊り用も小物吊り用もここに集約。,,,興国鋼線,132,外径(mm),実数値,129,長さL(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",349,カタカナのみ,ワイヤ,ワ,
2022/5/26,再確定,5/26,分類,004_004,004,004,,,,,140,140,SV,2,機械部品,摺動・転動部品,,,,,,,,摺動・転動部品,SLIDING_&_ROLLING_PARTS,23,0140,DFK辞典なし,,,SLIDING_&_ROLLING_PARTS,,,,分類,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,直線運動や回転方向など1方向へ運動する機器・部品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字のみ,シュウドウ・テンドウブヒン,シ,
2021/5/10,確定,4/13,分類,004_004_001,004,004,001,,,,83,83,SV,3,機械部品,摺動・転動部品,直動機器,,,,,,,直動機器,LINEAR_MOTION_PARTS,19,0083,DFK辞典なし,,,LINEAR_MOTION_PARTS,,,,分類,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,直線運動する機器及びその関連部品,,,THK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字のみ,チョクドウキキ,チ,
2021/5/17,再確定,4/13,分類＝品名,004_004_001_001,004,004,001,001,,,84,84,SV,4,機械部品,摺動・転動部品,直動機器,リニアガイド,,,93,22,,リニアガイド,LINEAR_GUIDE,12,0084,DFK辞典なし,,,LINEAR_GUIDE,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,専用レール上をブロックと呼ばれるベアリングユニットが直線運動する直動ユニット。LMガイドはTHKの商品名で、他にリニアガイドやリニアウェイの名称も使用される。,,,THK,360,LMガイド使用本数,"1本,2本並行",224,LMガイド1本辺りのブロック数,整数値,197,LMガイド取付姿勢,"水平使用,逆使用,壁掛使用,立使用,スラント使用",129,長さL(mm),実数値,430,リテーナ有無,"有,無",673,DAIFUKU特注仕様の有無,"有,無",,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",84,カタカナのみ,リニアガイド,リ,
2022/4/1,登録しない,4/1,標準語彙,004_004_001_002,004,004,001,002,,,1505,R1505,SV,5,機械部品,摺動・転動部品,直動機器,リニアガイド,リニアガイドブロック,,,,,リニアガイドブロック,LINEAR_GUIDE_BLOCK,18,1505,DFK辞典なし,,,LINEAR_GUIDE_BLOCK,,,,標準語彙,カタログ購入品&DFK仕様有,コンテンツセンタ登録なし,,,品目,一般用語,LMガイドの中でスライドするベアリングユニット部の事,,,THK,673,DAIFUKU特注仕様の有無,"有,無",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",84,カタカナのみ,リニアガイドブロック,リ,
2022/5/26,再確定,5/26,品名任意,004_004_001_003,004,004,001,003,,,1630,1630,SV,4,機械部品,摺動・転動部品,直動機器,リニアガイド付属部品,,,17,,,リニアガイド付属部品,LINEAR_GUIDE_ACCESSORY,22,1630,DFK辞典なし,,,LINEAR_GUIDE_ACCESSORY,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,グリースニップルやグリースニップルキャップなどリニアガイド周辺で使用する付属品について,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1630,漢字+カタカナ,リニアガイドフゾクブヒン,リ,
2022/4/1,登録しない,4/1,品名推奨LIST,004_004_001_003_001,004,004,001,003,001,,1553,R1553,SV,5,機械部品,摺動・転動部品,直動機器,リニアガイド付属部品,グリースニップルキャップ,,,,,グリースニップルキャップ,GREASE_NIPPLE_CAP,17,1553,DFK辞典なし,,,GREASE_NIPPLE_CAP,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,グリスを注入するための注入口に蓋をするキャップ,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1630,カタカナのみ,グリースニップルキャップ,グ,
2022/4/1,登録しない,4/1,品名推奨LIST,004_004_001_003_001,004,004,001,003,001,,1015,R1015,SV,5,機械部品,摺動・転動部品,直動機器,リニアガイド付属部品,グリースニップル,,,,,グリースニップル,GREASE_NIPPLE,13,1015,グリースニップル,,,GREASE_NIPPLE,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,グリスを注入するための注入口,,,THK,423,ニップル向き,"ストレート,直角,斜め",163,取付径(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1630,カタカナのみ,グリースニップル,グ,
2021/5/10,確定,4/13,分類＝品名,004_004_001_006,004,004,001,006,,,86,86,SV,4,機械部品,摺動・転動部品,直動機器,ボールスプライン,,,10,,,ボールスプライン,BALL_SPLINE,11,0086,DFK辞典なし,,,BALL_SPLINE,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,品目,一般用語,シャフトに設けられた溝に沿ってユニット内のボールが転がって直線運動する直動ユニット。シャフトに対してぜな方向のラジアルに荷重に対して有効。溝の案内により、ラジアル荷重だけでなく、回転トルクを受けることができます。トルクを伝達しながら直線運動をする機構に最適,,,THK,134,軸径1(mm),実数値,135,軸全長(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",86,カタカナのみ,ボールスプライン,ボ,
2021/5/10,確定,4/13,分類＝品名,004_004_001_007,004,004,001,007,,,636,636,SV,4,機械部品,摺動・転動部品,直動機器,スライドレール,,,52,5,,スライドレール,SLIDE_RAIL,10,0636,スライドレール,,,SLIDE_RAIL,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,品目,DFK用語,スライド部とレール部で構成された直動機器。スライドパックよりストロークが長い。机の引き出しなどに使用されている。,,,,589,スライドレールタイプ,"シングル,ダブル",129,長さL(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",636,カタカナのみ,スライドレール,ス,
2021/5/10,確定,5/10,分類＝品名,004_004_001_008,004,004,001,008,,,635,635,SV,4,機械部品,摺動・転動部品,直動機器,スライドパック,,,17,,,スライドパック,SLIDE_PACK,10,0635,DFK辞典なし,,,SLIDE_PACK,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,品目,メーカ用語,スライド部とレール部で構成された直動機器。LMガイドの簡易品の様な品。,,,THK,129,長さL(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",635,カタカナのみ,スライドパック,ス,
